Label,Earthquake id,Step id,Step total time,Non_io_time,IO time
PFS,4,112,2.03,1.76,0.27
PFS,4,113,2.01,1.74,0.27
PFS,4,114,2.29,2.03,0.26
PFS,4,115,2.0,1.73,0.27
PFS,4,116,2.01,1.74,0.27
PFS,4,117,2.01,1.75,0.26
PFS,4,118,2.22,1.74,0.48
PFS,4,119,1.99,1.73,0.26
PFS,4,120,1.99,1.72,0.27
PFS,4,121,2.0,1.73,0.27
PFS,4,122,3.95,1.73,2.22
PFS,4,123,1.99,1.72,0.27
PFS,4,124,2.11,1.73,0.38
PFS,4,125,2.0,1.73,0.27
PFS,4,126,2.08,1.73,0.35
PFS,4,127,5.03,1.78,3.25
PFS,4,128,2.03,1.74,0.29
PFS,4,129,2.0,1.73,0.27
PFS,4,130,2.04,1.77,0.27
PFS,4,131,2.06,1.74,0.32
PFS,4,132,2.02,1.76,0.26
PFS,4,133,,,0.3
PFS,5,1,2.47,1.73,0.74
PFS,5,2,2.3,1.76,0.54
PFS,5,3,2.11,1.72,0.39
PFS,5,4,2.1,1.82,0.28
PFS,5,5,2.12,1.83,0.29
PFS,5,6,2.08,1.8,0.28
PFS,5,7,2.88,1.73,1.15
PFS,5,8,2.12,1.84,0.28
PFS,5,9,2.2,1.92,0.28
PFS,5,10,2.12,1.81,0.31
PFS,5,11,2.23,1.93,0.3
PFS,5,12,2.05,1.76,0.29
PFS,5,13,2.04,1.75,0.29
PFS,5,14,2.2,1.73,0.47
PFS,5,15,2.1,1.73,0.37
PFS,5,16,2.07,1.78,0.29
PFS,5,17,2.06,1.77,0.29
PFS,5,18,2.1,1.81,0.29
PFS,5,19,2.14,1.86,0.28
PFS,5,20,2.24,1.73,0.51
PFS,5,21,2.07,1.73,0.34
PFS,5,22,2.02,1.73,0.29
PFS,5,23,2.01,1.72,0.29
PFS,5,24,2.23,1.72,0.51
PFS,5,25,2.08,1.79,0.29
PFS,5,26,2.12,1.83,0.29
PFS,5,27,2.31,1.72,0.59
PFS,5,28,2.06,1.77,0.29
PFS,5,29,2.02,1.73,0.29
PFS,5,30,2.03,1.74,0.29
PFS,5,31,2.06,1.77,0.29
PFS,5,32,4.05,1.73,2.32
PFS,5,33,2.14,1.72,0.42
PFS,5,34,2.09,1.8,0.29
PFS,5,35,2.11,1.82,0.29
PFS,5,36,2.07,1.79,0.28
PFS,5,37,2.02,1.73,0.29
PFS,5,38,2.01,1.72,0.29
PFS,5,39,2.01,1.72,0.29
PFS,5,40,3.24,1.72,1.52
PFS,5,41,2.06,1.77,0.29
PFS,5,42,14.53,1.78,12.75
PFS,5,43,14.65,1.72,12.93
PFS,5,44,2.49,1.73,0.76
PFS,5,45,2.05,1.76,0.29
PFS,5,46,2.13,1.74,0.39
PFS,5,47,2.08,1.74,0.34
PFS,5,48,2.1,1.8,0.3
PFS,5,49,2.29,2.01,0.28
PFS,5,50,2.01,1.72,0.29
PFS,5,51,2.03,1.74,0.29
PFS,5,52,2.03,1.74,0.29
PFS,5,53,2.06,1.72,0.34
PFS,5,54,2.0,1.72,0.28
PFS,5,55,2.01,1.73,0.28
PFS,5,56,2.04,1.76,0.28
PFS,5,57,2.12,1.84,0.28
PFS,5,58,3.93,1.74,2.19
PFS,5,59,2.11,1.71,0.4
PFS,5,60,2.12,1.84,0.28
PFS,5,61,2.03,1.75,0.28
PFS,5,62,2.03,1.74,0.29
PFS,5,63,2.01,1.73,0.28
PFS,5,64,2.06,1.77,0.29
PFS,5,65,2.01,1.73,0.28
PFS,5,66,2.16,1.8,0.36
PFS,5,67,2.02,1.74,0.28
PFS,5,68,2.05,1.78,0.27
PFS,5,69,2.67,1.72,0.95
PFS,5,70,2.14,1.71,0.43
PFS,5,71,2.0,1.72,0.28
PFS,5,72,2.1,1.72,0.38
PFS,5,73,2.03,1.75,0.28
PFS,5,74,2.0,1.73,0.27
PFS,5,75,2.97,1.73,1.24
PFS,5,76,2.0,1.72,0.28
PFS,5,77,2.0,1.72,0.28
PFS,5,78,2.0,1.72,0.28
PFS,5,79,2.3,1.72,0.58
PFS,5,80,2.02,1.73,0.29
PFS,5,81,2.03,1.75,0.28
PFS,5,82,2.0,1.72,0.28
PFS,5,83,2.07,1.79,0.28
PFS,5,84,2.01,1.73,0.28
PFS,5,85,2.15,1.76,0.39
PFS,5,86,2.08,1.8,0.28
PFS,5,87,5.87,1.73,4.14
PFS,5,88,2.51,1.72,0.79
PFS,5,89,2.0,1.72,0.28
PFS,5,90,2.23,1.96,0.27
PFS,5,91,2.07,1.8,0.27
PFS,5,92,2.54,1.74,0.8
PFS,5,93,2.04,1.77,0.27
PFS,5,94,2.12,1.85,0.27
PFS,5,95,2.61,1.73,0.88
PFS,5,96,2.01,1.72,0.29
PFS,5,97,2.03,1.76,0.27
PFS,5,98,2.16,1.72,0.44
PFS,5,99,2.12,1.84,0.28
PFS,5,100,2.02,1.72,0.3
PFS,5,101,2.4,1.75,0.65
PFS,5,102,2.0,1.73,0.27
PFS,5,103,2.01,1.73,0.28
PFS,5,104,2.03,1.75,0.28
PFS,5,105,2.16,1.79,0.37
PFS,5,106,3.1,1.89,1.21
PFS,5,107,2.03,1.75,0.28
PFS,5,108,2.0,1.73,0.27
PFS,5,109,2.0,1.73,0.27
PFS,5,110,2.0,1.73,0.27
PFS,5,111,2.08,1.73,0.35
PFS,5,112,2.1,1.73,0.37
PFS,5,113,3.88,1.72,2.16
PFS,5,114,1.99,1.72,0.27
PFS,5,115,2.01,1.74,0.27
PFS,5,116,2.26,1.75,0.51
PFS,5,117,4.0,1.72,2.28
PFS,5,118,2.14,1.74,0.4
PFS,5,119,1.99,1.72,0.27
PFS,5,120,1.99,1.72,0.27
PFS,5,121,2.19,1.93,0.26
PFS,5,122,2.21,1.74,0.47
PFS,5,123,1.99,1.72,0.27
PFS,5,124,2.28,1.74,0.54
PFS,5,125,2.02,1.75,0.27
PFS,5,126,2.06,1.79,0.27
PFS,5,127,2.03,1.76,0.27
PFS,5,128,2.04,1.76,0.28
PFS,5,129,2.0,1.73,0.27
PFS,5,130,2.0,1.72,0.28
PFS,5,131,2.18,1.73,0.45
PFS,5,132,1.99,1.72,0.27
PFS,5,133,,,0.3
PFS,6,1,2.47,1.78,0.69
PFS,6,2,2.03,1.77,0.26
PFS,6,3,1.99,1.73,0.26
PFS,6,4,2.24,1.79,0.45
PFS,6,5,2.06,1.79,0.27
PFS,6,6,2.04,1.77,0.27
PFS,6,7,2.89,1.73,1.16
PFS,6,8,2.09,1.81,0.28
PFS,6,9,2.13,1.85,0.28
PFS,6,10,2.19,1.88,0.31
PFS,6,11,2.22,1.93,0.29
PFS,6,12,2.11,1.83,0.28
PFS,6,13,2.33,1.74,0.59
PFS,6,14,2.65,1.74,0.91
PFS,6,15,2.02,1.73,0.29
PFS,6,16,2.08,1.79,0.29
PFS,6,17,2.06,1.77,0.29
PFS,6,18,2.04,1.75,0.29
PFS,6,19,2.26,1.98,0.28
PFS,6,20,2.07,1.73,0.34
PFS,6,21,2.04,1.75,0.29
PFS,6,22,2.01,1.72,0.29
PFS,6,23,2.01,1.72,0.29
PFS,6,24,2.02,1.72,0.3
PFS,6,25,2.07,1.78,0.29
PFS,6,26,2.11,1.82,0.29
PFS,6,27,2.32,1.75,0.57
PFS,6,28,2.05,1.76,0.29
